Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20140189,19487,2014,4/22/2014 11:00 AM,31174,"SHELL PIPELINE CO., L.P.",PT. ARTHUR PRODUCTS STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PORT ARTHUR,JEFFERSON,TX,"299,006,722","-940,055,528",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,3,,3,0,NO,NO,NO,,,0,,,,,,,,,,,,,500,0,0,19500,0,0,20000
20140200,19935,2014,4/23/2014 9:12 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,WILDFIRE 1 GASSO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ODESSA,MIDLAND,TX,"31,718,902","-10,221,213",MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,100,,100,0,NO,NO,YES,4/23/2014 21:12,4/24/2014 10:30,0,,,,,,,,,,,,,100,10000,0,2000,25000,0,37100
20140204,19548,2014,4/24/2014 8:15 AM,22442,WEST TEXAS GULF PIPELINE CO,TRINITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ONALASKA,POLK,TX,"3,083,709","-9,517,331",CORROSION,INTERNAL,12,,9,3,NO,NO,YES,4/24/2014 8:25,4/24/2014 18:00,0,,,,,,,,,,,,,5927,296,0,10167,17750,0,34140
20140196,19643,2014,4/24/2014 10:00 AM,18718,SUNOCO PIPELINE L.P.,"SLICK JCT. TO BEGGS 6""",ONSHORE,UNDERGROUND,CRUDE OIL,,,BEGGS,OKMULGEE,OK,"357,391","-9,615,759",CORROSION,INTERNAL,3,,2.9,0.1,NO,NO,YES,4/24/2014 10:05,,0,,,,,,,,,,,,,5000,296,0,5000,20000,0,30296
20140201,19783,2014,4/25/2014 8:00 AM,2552,COLONIAL PIPELINE CO,BENGAL/BATON ROUGE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,JACKSON,EAST FELICIANA,LA,"3,071,133","-9,128,204",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.7,,4.7,0,NO,NO,YES,4/25/2014 8:00,4/27/2014 23:11,,,,,,,,,,,,,,0,558,0,75000,0,0,75558
20140207,20055,2014,4/25/2014 8:40 AM,1845,"BUCKEYE PARTNERS, LP",HAMMOND TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,HAMMOND,LAKE,IN,"416,076","-874,667",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.95,,0.95,0,NO,NO,NO,,,0,,,,,,,,,,,,,1500,0,0,926,0,224,2650
20140198,19586,2014,4/25/2014 10:00 AM,22442,WEST TEXAS GULF PIPELINE CO,RANGER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ZEPHYR,BROWN,TX,"324,982","-986,362",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.5,,0,0.5,NO,NO,NO,,,0,,,,,,,,,,,,,2000,50,0,2000,11669,0,15719
20140202,20024,2014,4/25/2014 10:45 AM,11551,"DELEK LOGISTICS OPERATING, LLC.",COLQUITT GATHERING,ONSHORE,UNDERGROUND,CRUDE OIL,,,HAYNESVILLE,CLAIBORNE,LA,"3,297,035","-9,293,675",CORROSION,INTERNAL,400,,223,177,NO,NO,YES,4/25/2014 10:45,,,,,,,,,,,,,,,35000,6545,50000,2500000,500000,250000,3341545
20160370,21833,2014,4/25/2014 2:45 PM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,,,,NIOBRARA,WY,"433,831","-1,042,457",CORROSION,EXTERNAL,1,,0,1,NO,NO,NO,,,0,,,,,,,,,,,,,500,57,0,200,200,0,957
20140194,19793,2014,4/25/2014 8:30 PM,31684,PHILLIPS 66 PIPELINE LLC,PASADENA TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,"29,717,371","-95,179,389",INCORRECT OPERATION,INCORRECT VALVE POSITION,0.36,,0.36,0,NO,NO,NO,,,,,,,,,,,,,,,,0,50,0,15000,0,0,15050
20140203,20012,2014,4/26/2014 6:15 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,TEXAS CITY TANK FARM,ONSHORE,TANK,CRUDE OIL,,,TEXAS CITY,GALVESTON,TX,"2,934,525","-94,935,183",MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,15,0,0,1000,0,2015
20140199,20000,2014,4/26/2014 8:43 AM,300,"PLAINS PIPELINE, L.P.",ORION TO CALUMET,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,,OK,"3,586,561","-9,841,103",OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,65,,65,0,NO,NO,YES,4/26/2014 8:43,4/26/2014 22:00,0,,,,,,,,,,,,,33500,2000,0,68000,0,0,103500
20140205,19411,2014,4/26/2014 12:00 PM,11032,LACLEDE GAS CO,LACLEDE PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,MIXTURE OF LIQUID PROPANE AND BUTANE,GRANITE CITY,MADISON,IL,"38,680,985","-90,183,432",EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0.05,10,0,0.05,NO,NO,YES,4/26/2014 12:00,6/5/2014 16:00,0,,,,,,,,,,,,,100000,500,0,0,0,0,100500
20140206,19412,2014,4/27/2014 1:45 PM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",CHEYENNE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CHEYENNE,LARAMIE,WY,"411,274","-1,047,907",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,5,,4,1,NO,NO,,,,0,,,,,,,,,,,,,0,100,0,500,250,0,850
20140210,19417,2014,4/29/2014 6:55 AM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",CHEYENNE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CHEYENNE,LARAMIE,WY,"411,274","-1,047,907",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5,,1,4,NO,NO,,,,0,,,,,,,,,,,,,0,120,0,1000,250,0,1370
20140211,19418,2014,4/29/2014 8:30 AM,12634,MOBIL CHEMICAL CO,NECHES TERMINAL,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,BEAUMONT,JEFFERSON,TX,"300,751,806","-94,064,083",CORROSION,EXTERNAL,4.5,0,0,4.5,NO,NO,NO,,,0,,,,,,,,,,,,,45000,500,0,0,0,0,45500
20140214,19424,2014,4/30/2014 3:32 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,"4,052,243","-7,425,384",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.54,,0.54,0,NO,NO,YES,4/30/2014 3:32,4/30/2014 10:00,,,,,,,,,,,,,,1000,5,0,0,500,0,1505
20140208,19547,2014,4/30/2014 6:00 AM,32147,MARATHON PIPE LINE LLC,ST. JAMES CAPLINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ST. JAMES,ST. JAMES,LA,"300,250,818","-908,409,226",INCORRECT OPERATION,INCORRECT INSTALLATION,0.9,,0.9,0,NO,NO,YES,4/30/2014 6:05,4/30/2014 9:31,0,,,,,,,,,,,,,1000,100,0,0,0,0,1100
20140185,19999,2014,4/30/2014 12:45 PM,20160,"PETROLOGISTICS OLEFINS, LLC",4 INCH PG PROPYLENE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,DEER PARK,HARRIS,TX,"294,313",-95.65,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",7,0,0,7,NO,NO,YES,4/30/2014 13:10,2/5/2014 17:30,0,,,,,,,,,,,,,46887,0,0,1800,0,0,48687
20140213,19865,2014,1/5/2014 6:40,22610,"MAGELLAN PIPELINE COMPANY, LP",OKLAHOMA CITY RENO TERM.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,RENO,OKLAHOMA,OK,"3,546,577","-9,744,754",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.71,,0.71,0,NO,NO,YES,1/5/2014 7:30,1/5/2014 9:15,0,,,,,,,,,,,,,100,90,0,100,0,0,290
20140218,20506,2014,1/5/2014 8:25,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,"3,202,363","-10,201,169",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,400,,400,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,40000,0,0,30000,0,70000
20140209,20395,2014,1/5/2014 13:00,32109,"ONEOK NGL PIPELINE, LLC",ONEOK HELENA BOOSTER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,HELENA,ALFALFA,OK,"3,658,261","-9,830,137",INCORRECT OPERATION,INCORRECT INSTALLATION,176,0,0,176,NO,NO,YES,1/5/2014 13:00,1/5/2014 14:25,0,,,,,,,,,,,,,250,7530,0,0,0,0,7780
20140217,20010,2014,1/5/2014 13:00,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND TANK FARM,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,"32,019,351","-10,201,641",INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,4,,4,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,400,0,0,1000,0,1400
20140216,20176,2014,2/5/2014 7:20,31555,KINDER MORGAN CO2 CO. LP,MCCAMEY STATION,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,,MCCAMEY,UPTON,TX,"311,158","-1,022,931",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2066,0,0,2066,NO,NO,YES,2/5/2014 7:20,2/5/2014 9:30,0,,,,,,,,,,,,,2300,9310,0,0,0,0,11610
20140212,19666,2014,2/5/2014 8:30,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,PASADENA,HARRIS,TX,"4,052,243","-7,425,384",MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.01,,0,0.01,NO,NO,NO,,,,,,,,,,,,,,,,1200000,0,0,0,1000,0,1201000
20140215,19810,2014,2/5/2014 16:00,30829,ENTERPRISE CRUDE PIPELINE LLC,MIDLAND TANK FARM ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,MIDLAND,TX,"3,202,363","-102,012,028",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,1000,20,0,0,1000,0,2020
20140220,19439,2014,4/5/2014 9:45,300,"PLAINS PIPELINE, L.P.",GOLDSMITH STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GOLDSMITH,ECTOR,TX,"32,960,694","-102,617,915",MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.5,,1.5,0,NO,NO,YES,4/5/2014 9:47,5/5/2014 10:55,0,,,,,,,,,,,,,2500,50,0,1500,0,0,4050
20140222,20791,2014,6/5/2014 11:18,31957,KINDER MORGAN WINK PIPELINE LP,"WINK TO SNYDER 10""",ONSHORE,UNDERGROUND,CRUDE OIL,,,SNYDER,SCURRY,TX,"32,794,161","-101,019,901",EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,3,,0,3,NO,NO,YES,6/5/2014 11:18,6/5/2014 18:30,0,,,,,,,,,,,,,54700,300,0,2500,2500,0,60000
20140225,20390,2014,6/5/2014 15:29,15156,SINCLAIR TRANSPORTATION COMPANY,MID-CONTINENT PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,RUTLEDGE,KNOX,MO,"4,029,832","-9,211,387",EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,270,,270,0,NO,NO,YES,6/5/2014 15:29,12/5/2014 12:51,0,,,,,,,,,,,,,40472,34314,2000,8867,764257,0,849910
20140219,19703,2014,6/5/2014 16:12,9175,JAYHAWK PIPELINE LLC,HILL CITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,NEAR HILL CITY,GRAHAM,KS,"39,369,394","-9,980,891",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.9,,2.1,0.8,NO,NO,YES,6/5/2014 16:31,8/5/2014 23:09,,,,,,,,,,,,,,1317,300,0,4205,6633,2500,14955
20140224,19451,2014,7/5/2014 5:30,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",WOOD STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,SEMINOLE,GAINES,TX,"3,275,619","-10,271,984",CORROSION,INTERNAL,10,,10,0,NO,NO,,,,0,,,,,,,,,,,,,2677,0,0,992,99999,0,103668
20140221,19921,2014,7/5/2014 16:15,39104,SKEISUI SPECIALTY CHEMICALS AMERICA,SEKISUI VAM PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,VINYL ACETATE MONOMER,PASADENA,HARRIS,TX,"2,971,927","-951,986",CORROSION,EXTERNAL,744.05,,298.78,445.27,NO,NO,YES,7/5/2014 19:23,6/17/2014 8:00,0,,,,,,,,,,,,,300000,120000,0,250000,800000,0,1470000
20140227,20257,2014,11/5/2014 16:30,4805,EXPLORER PIPELINE CO,GREENVILLE TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,CADDO MILLS,HUNT,TX,"3,303,568,558","-9,620,079,871",MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.2,,0.2,0,NO,NO,NO,,,0,,,,,,,,,,,,,500,20,0,500,0,0,1020
20140223,20626,2014,12/5/2014 6:16,39047,"GEL OFFSHORE PIPELINE, LLC",,OFFSHORE,,CRUDE OIL,,,,,,"28,260,372","-92,250,136",CORROSION,EXTERNAL,0.1,,0,0.1,NO,NO,YES,12/5/2014 6:30,6/24/2014 14:40,0,,,,,,,,,,,,,1000000,0,0,0,0,450000,1450000
20140226,19578,2014,12/5/2014 13:18,15674,PLANTATION PIPE LINE CO,CNG PIPELINE/ANDERSON PUMPING STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,ANDERSON,ANDERSON,SC,"34,481,971","-8,260,639",INCORRECT OPERATION,INCORRECT INSTALLATION,608,,163,445,NO,NO,YES,12/5/2014 13:18,5/13/2014 18:28,0,,,,,,,,,,,,,0,70300,0,900000,200000,0,1170300
20140229,19481,2014,5/13/2014 5:50 AM,300,"PLAINS PIPELINE, L.P.",EUCUTTA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,WAYNE,MS,"31,819,742","-88,903,921",CORROSION,INTERNAL,4,,4,0,NO,NO,YES,5/13/2014 5:59,5/13/2014 15:57,,,,,,,,,,,,,,7104,400,0,5500,1200,0,14204
20140230,19468,2014,5/13/2014 1:00 PM,300,"PLAINS PIPELINE, L.P.",LAS FLORES STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,SANTA BARBARA,CA,"34,478,859","-120,014,772",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.26,,0.26,0,NO,NO,NO,,,0,,,,,,,,,,,,,1800,29,0,2800,1000,0,5629
20140232,19961,2014,5/14/2014 8:00 AM,4805,EXPLORER PIPELINE CO,"VINITA, OK PUMP STATION",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,AFTON,DELAWARE,OK,"3,664,234,919","-949,731,575",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2.5,,2.5,0,NO,NO,NO,,,0,,,,,,,,,,,,,2500,150,0,57730,0,0,60380
20140231,19906,2014,5/15/2014 12:13 AM,300,"PLAINS PIPELINE, L.P.",LA PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,LOS ANGELES,CA,"34,146,191","-118,272,341",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,331,,331,0,NO,NO,YES,5/15/2014 0:35,5/17/2014 12:00,,,,,,,,,,,,,,200000,5100,1390480,1419000,75000,0,3089580
20140235,20355,2014,5/18/2014 9:50 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,KANSAS CITY,WYANDOTTE,KS,"3,913,839","-9,460,294",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,,0,0.6,NO,NO,NO,,,0,,,,,,,,,,,,,2300,125,0,2200,0,0,4625
20140233,21658,2014,5/18/2014 1:30 PM,31045,"GENESIS PIPELINE USA, L.P.",TIGER PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PORT ALLEN,WEST BATON ROUGE,LA,"3,047,832","-9,121,973",INCORRECT OPERATION,INCORRECT INSTALLATION,20,,20,0,NO,NO,YES,5/18/2014 13:32,5/20/2014 2:14,0,,,,,,,,,,,,,0,1000,0,94704,0,0,95704
20160371,21834,2014,5/19/2014 9:50 AM,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,,,,NIOBRARA COUNTY,WY,"4,337,233","-10,426,353",CORROSION,EXTERNAL,35,,34,1,NO,NO,NO,,,0,,,,,,,,,,,,,500,50,0,200,200,0,950
20140237,19774,2014,5/20/2014 9:30 AM,18718,SUNOCO PIPELINE L.P.,EVANT STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,EVANT,CORYELL,TX,"314,396","-9,814,535",CORROSION,INTERNAL,2,,0,2,NO,NO,YES,5/20/2014 9:30,5/20/2014 17:45,0,,,,,,,,,,,,,0,198,0,20000,27000,0,47198
20140241,19495,2014,5/20/2014 12:38 PM,300,"PLAINS PIPELINE, L.P.",WAMSUTTER STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,,SWEETWATER,WY,"41,686,997","-10,798,125",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.19,,0.19,0,NO,NO,NO,,,0,,,,,,,,,,,,,2803,20,0,1800,0,0,4623
20140234,20522,2014,5/20/2014 1:49 PM,4805,EXPLORER PIPELINE CO,REMOTE OPERATED BLOCK VALVE AT MILE POST 8.98,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LA BELLE,JEFFERSON,TX,"29,906,433","-94,149,808",INCORRECT OPERATION,INCORRECT INSTALLATION,250,,250,0,NO,NO,YES,5/20/2014 13:49,5/20/2014 18:04,0,,,,,,,,,,,,,150000,14000,0,800000,6523000,0,7487000
20140240,19522,2014,5/21/2014 9:43 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,BAYTOWN TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BAYTOWN,HARRIS COUNTY,TX,"2,976,673","-9,501,269",MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1,,1,0,NO,NO,NO,,,0,,,,,,,,,,,,,7000,300,0,5000,5000,0,17300
20140243,19607,2014,5/22/2014 5:50 PM,879,CHEMOIL TERMINALS CORP.,CHEMOIL CARSON TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,VACUUM GAS OIL,LONG BEACH,LOS ANGELES,CA,"33,806,917","-118,227,056",INCORRECT OPERATION,INCORRECT VALVE POSITION,989,,600,389,NO,NO,NO,,,0,,,,,,,,,,,,,0,49014,0,150986,0,0,200000
20140247,19594,2014,5/24/2014 11:44 AM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","10"" FINTEX",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,MIDLAND,MIDLAND,TX,"31,968,284","-10,207,291",EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,890,,103,787,YES,NO,NO,,,,,,,,,,,,,,,,400000,111250,950000,80000,1500000,0,3041250
20140244,20314,2014,5/24/2014 5:27 PM,2731,CHEVRON PIPE LINE CO,BELRIDGE TO KETTLEMAN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MISSOURI TRIANGLE,KERN COUNTY,CA,"3,528,036","-11,942,238",MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,,0.24,0,YES,NO,YES,5/24/2014 17:36,5/25/2014 18:00,0,,,,,,,,,,,,,350000,100,0,5000,0,0,355100
20140246,19506,2014,5/25/2014 8:20 AM,300,"PLAINS PIPELINE, L.P.",MIDLAND MESA,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,MIDLAND,TX,"32,017,924","-102,026,822",INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,150,,110,40,NO,NO,YES,5/25/2014 11:20,5/25/2014 12:00,0,,,,,,,,,,,,,36500,4000,0,6800,0,0,47300
20140248,20494,2014,5/26/2014 6:25 PM,12628,MOBIL  PIPE  LINE COMPANY,ARKANSAS RIVER SURVIELLANCE SITE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,SALINE,AR,"3,494,194","-9,245,555",INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.48,,0.48,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,50,0,0,5000,0,5050
20140236,19482,2014,5/27/2014 9:00 AM,32407,"GENESIS PIPELINE TEXAS, L.P.",,ONSHORE,TANK,CRUDE OIL,,,WEBSTER,HARRIS,TX,"2,952,225","-95,108,347",MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1,,1,0,NO,NO,,,,,,,,,,,,,,,,,14000,100,0,0,0,0,14100
20140228,19514,2014,5/28/2014 9:00 AM,31174,"SHELL PIPELINE CO., L.P.",ST. JAMES PUMP STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ST. JAMES,ST. JAMES,LA,"300,058,083","-908,609,222",NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,2,,2,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,5000,0,0,5000
20140245,20152,2014,5/28/2014 2:35 PM,2552,COLONIAL PIPELINE CO,COLONIAL/GREENSBORO JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,GREENSBORO,GUILFORD,NC,"3,607,076","-7,993,915",CORROSION,INTERNAL,15.88,,15.88,0,NO,NO,NO,,,0,,,,,,,,,,,,,370000,2000,0,0,110000,0,482000
20140252,19918,2014,5/28/2014 3:30 PM,31189,BP PIPELINE (NORTH AMERICA) INC.,FREEMAN STATION ,ONSHORE,UNDERGROUND,CRUDE OIL,,,FREEMAN,CASS,MO,"38,617,704","-94,498,427",CORROSION,EXTERNAL,0.71,,0.71,0,NO,NO,NO,,,0,,,,,,,,,,,,,2000,80,0,1000,1500,0,4580
20140242,19869,2014,5/28/2014 7:00 PM,32147,MARATHON PIPE LINE LLC,ST. JAMES CAPLINE,ONSHORE,TANK,CRUDE OIL,,,ST. JAMES,ST. JAMES,LA,"3,001,177","-90,857,704",NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,84,,84,0,NO,NO,NO,,,0,,,,,,,,,,,,,41000,400,0,166000,0,0,207400
20140251,19661,2014,5/29/2014 1:30 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ST. PAUL PARK,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,ST. PAUL PARK,WASHINGTON,MN,"4,485,338","-9,299,561",MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.2,,0,0.2,NO,NO,NO,,,,,,,,,,,,,,,,7000,14,0,7000,5000,0,19014
20140249,19513,2014,5/31/2014 10:15 AM,31174,"SHELL PIPELINE CO., L.P.",NORCO ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,NORCO,ST. CHARLES,LA,"300,065,888","-904,014,277",INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,,0.48,0,NO,NO,NO,,,,,,,,,,,,,,,,0,0,0,1000,0,0,1000
